"studentid","div","std","schoolid","divid","serial","bom","balsakhi","pre_verb","post_verb","pre_math","post_math","male","attrit","bal","numstud","rank","bigschool","pre_tot","post_tot","mid_verb","mid_math","cal","both","mid_tot","balt","vad","vadmid","vadpostmid","rank20","bot_pre_tot","bal_bot_pre_tot","balsakhi_bot_pre_tot","balt_bot_pre_tot","rank20_bot_pre_tot","bal_rank","bal_rank20","bal_numstud","bal_pre_tot","balt_rank","balt_numstud","balt_pre_tot","bal_bigschool","balt_bigschool","balsakhi_bigschool","bal_bigschool_rank20","balt_bigschool_rank20","bal_bigschool_balsakhi","balt_bigschool_balsakhi","bigschool_rank20","schoolvar","bal_schoolvar","balt_schoolvar","balsakhi_schoolvar","bal_schoolvar_rank20","balt_schoolvar_rank20","bal_schoolvar_balsakhi","balt_schoolvar_balsakhi","schoolvar_rank20"
8153,"A",4,508,45080,NA,0,0,9,6,7,7,1,0,0,50,23.5,1,-0.75736666,-0.90466994,7,14,0,0,-0.5118612,0,-0.14730328,0.24550545,-0.39280874,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16023,"A",4,508,45080,NA,0,0,14,30,8,25,1,0,0,50,29,1,-0.46276012,1.1575758,27,12,0,0,0.37195843,0,1.6203359,0.8347186,0.7856174,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
8544,"A",3,508,35080,NA,0,1,10,24,3,33,1,0,1,30,12,0,-0.3525217,2.3177884,NA,NA,0,0,NA,1,2.67031,NA,NA,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,12,1,30,-0.3525217,12,30,-0.3525217,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
15789,"A",4,508,45080,NA,0,0,23,13,20,12,1,0,0,50,45,1,0.5683628,-0.31545687,21,4,0,0,-0.31545687,0,-0.88381964,-0.88381964,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
8170,"A",4,508,45080,NA,0,0,8,10,4,8,1,0,0,50,19.5,1,-0.95377105,-0.6591645,9,5,0,0,-0.8555689,0,0.29460657,0.09820217,0.1964044,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
1372,"A",3,508,35080,NA,0,0,0,25,0,24,1,0,1,30,1.5,0,-1.1414769,1.8322773,NA,NA,0,0,NA,1,2.9737542,NA,NA,1,-0.42838275,-0.42838275,0,-0.42838275,-0.42838275,1.5,1,30,-1.1414769,1.5,30,-1.1414769,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,0,1.0860661,1.0860661,0,0,1.0860661
1363,"A",3,508,35080,NA,0,1,13,27,2,44,1,0,1,30,14,0,-0.23114395,3.1674323,37,37,0,0,3.349499,1,3.3985763,3.580643,-0.18206668,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,14,1,30,-0.23114395,14,30,-0.23114395,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
1371,"A",3,508,35080,NA,0,1,14,33,9,34,1,0,1,30,19,0,0.25436693,2.924677,42,41,0,0,3.8956985,1,2.67031,3.6413317,-0.97102165,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,19,1,30,0.25436693,19,30,0.25436693,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
8154,"A",4,508,45080,NA,0,0,4,3,0,7,1,0,0,50,5.5,1,-1.3465798,-1.0519732,3,9,0,0,-0.95377105,0,0.29460657,0.39280874,-0.09820217,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
16028,"A",4,508,45080,NA,0,0,13,28,20,34,1,0,0,50,36.5,1,0.077351876,1.5012835,15,15,0,0,-0.0699514,0,1.4239316,-0.14730328,1.571235,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16027,"A",4,508,45080,NA,0,0,16,20,7,7,1,0,0,50,30.5,1,-0.41365904,-0.21725467,NA,NA,0,0,NA,0,0.19640437,NA,NA,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15781,"A",4,508,45080,NA,0,0,17,11,21,27,1,0,0,50,41,1,0.32285735,0.32285735,NA,NA,0,0,NA,0,0,NA,NA,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15787,"A",4,508,45080,NA,0,0,28,35,25,34,1,0,0,50,48,1,1.0593737,1.8449912,35,20,0,0,1.1575758,0,0.7856175,0.09820211,0.68741536,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15794,"A",4,508,45080,NA,0,0,15,13,8,11,1,0,0,50,30.5,1,-0.41365904,-0.36455795,13,14,0,0,-0.21725467,0,0.049101084,0.19640437,-0.14730328,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16010,"A",4,508,45080,NA,0,0,4,17,7,24,1,0,0,50,17.5,1,-1.0028721,0.4701606,7,0,0,0,-1.1992766,0,1.4730327,-0.19640446,1.6694372,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
16022,"A",4,508,45080,NA,0,0,8,19,16,26,1,0,0,50,32,1,-0.36455795,0.666565,21,12,0,0,0.077351876,0,1.0311229,0.44190982,0.58921313,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
8160,"A",4,508,45080,NA,0,0,3,13,2,8,1,0,0,50,8.5,1,-1.2974787,-0.5118612,6,2,0,0,-1.1501755,0,0.7856175,0.14730322,0.63831425,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
16020,"A",4,508,45080,NA,0,0,15,26,33,45,1,0,0,50,47,1,0.8138682,1.9431933,24,30,0,0,1.1084749,0,1.1293252,0.29460663,0.83471847,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15792,"A",4,508,45080,NA,0,0,20,20,14,24,1,0,0,50,38.5,1,0.12645297,0.6174639,14,17,0,0,-0.020850306,0,0.4910109,-0.14730327,0.6383142,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1343,"A",3,508,35080,NA,0,1,5,14,8,27,1,0,1,30,12,0,-0.3525217,1.3467665,26,21,0,0,1.7108996,1,1.6992881,2.0634212,-0.36413312,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,12,1,30,-0.3525217,12,30,-0.3525217,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
16034,"A",4,508,45080,NA,0,0,22,36,25,40,1,0,0,50,46,1,0.76476717,2.1886988,27,30,0,0,1.2557781,0,1.4239316,0.4910109,0.9329207,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1351,"A",3,508,35080,NA,0,1,30,32,17,26,1,0,1,30,26,0,1.7108996,2.378477,37,36,0,0,3.28881,1,0.6675775,1.5779104,-0.9103329,0,-0.42838275,-0.42838275,-0.42838275,-0.42838275,0,26,0,30,1.7108996,26,30,1.7108996,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,0,0,1.0860661,1.0860661,0
8171,"A",4,508,45080,NA,0,0,6,13,2,18,1,0,0,50,10.5,1,-1.1501755,-0.020850306,NA,NA,0,0,NA,0,1.1293252,NA,NA,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
8152,"A",4,508,45080,NA,0,0,14,20,25,24,1,0,0,50,42.5,1,0.37195843,0.6174639,20,27,0,0,0.76476717,0,0.24550545,0.39280874,-0.14730328,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16021,"A",4,508,45080,NA,0,0,5,12,5,18,1,0,0,50,15,1,-1.0519732,-0.0699514,NA,NA,0,0,NA,0,0.9820218,NA,NA,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
8163,"A",4,508,45080,NA,0,0,3,2,0,1,1,0,0,50,3,1,-1.3956809,-1.3956809,0,0,0,0,-1.5429841,0,0,-0.14730322,0.14730322,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
8161,"A",4,508,45080,NA,0,0,4,5,0,7,1,0,0,50,5.5,1,-1.3465798,-0.95377105,6,0,0,0,-1.2483776,0,0.39280874,0.09820223,0.2946065,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
8156,"A",4,508,45080,NA,0,0,7,12,3,2,1,0,0,50,15,1,-1.0519732,-0.8555689,11,9,0,0,-0.5609623,0,0.19640434,0.4910109,-0.29460657,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
1348,"A",3,508,35080,NA,0,0,22,23,16,40,1,0,1,30,25,0,1.1646999,2.6819215,45,35,0,0,3.713632,1,1.5172216,2.548932,-1.0317106,0,-0.42838275,-0.42838275,0,-0.42838275,0,25,0,30,1.1646999,25,30,1.1646999,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,0,0,0,0,0,0
16038,"A",4,508,45080,NA,0,0,24,33,15,31,1,0,0,50,42.5,1,0.37195843,1.5994858,32,13,0,0,0.666565,0,1.2275274,0.29460657,0.93292075,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15772,"A",4,508,45080,NA,0,0,30,18,37,4,1,0,0,50,50,1,1.746789,-0.46276012,NA,NA,0,0,NA,0,-2.2095492,NA,NA,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15782,"A",4,508,45080,NA,0,0,20,20,22,25,1,0,0,50,44,1,0.5192617,0.666565,23,27,0,0,0.91207045,0,0.14730328,0.39280874,-0.24550545,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1346,"A",3,508,35080,NA,0,1,21,27,15,40,1,0,1,30,24,0,1.0433222,2.924677,40,39,0,0,3.6529431,1,1.8813547,2.609621,-0.72826624,0,-0.42838275,-0.42838275,-0.42838275,-0.42838275,0,24,0,30,1.0433222,24,30,1.0433222,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,0,0,1.0860661,1.0860661,0
8159,"A",4,508,45080,NA,0,0,8,19,6,11,1,0,0,50,22,1,-0.8555689,-0.0699514,18,9,0,0,-0.21725467,0,0.7856175,0.63831425,0.14730327,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1342,"A",3,508,35080,NA,0,1,2,24,0,23,1,0,1,30,3,0,-1.0200992,1.7108996,NA,NA,0,0,NA,1,2.7309988,NA,NA,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,3,1,30,-1.0200992,3,30,-1.0200992,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
8166,"A",4,508,45080,NA,0,0,5,21,4,12,1,0,0,50,12.5,1,-1.1010743,0.077351876,18,9,0,0,-0.21725467,0,1.1784263,0.8838197,0.29460654,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
16036,"A",4,508,45080,NA,0,0,10,15,3,17,1,0,0,50,21,1,-0.90466994,0.028250784,NA,NA,0,0,NA,0,0.9329207,NA,NA,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15783,"A",4,508,45080,NA,0,0,6,13,3,12,1,0,0,50,12.5,1,-1.1010743,-0.31545687,11,15,0,0,-0.26635575,0,0.7856175,0.8347186,-0.049101114,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
16014,"A",4,508,45080,NA,0,0,10,17,8,31,1,0,0,50,26,1,-0.6591645,0.8138682,17,31,0,0,0.8138682,0,1.4730327,1.4730327,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1350,"A",3,508,35080,NA,0,1,14,24,9,41,1,0,1,30,19,0,0.25436693,2.8032992,37,40,0,0,3.5315654,1,2.5489323,3.2771986,-0.72826624,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,19,1,30,0.25436693,19,30,0.25436693,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
1367,"A",3,508,35080,NA,0,0,32,33,19,26,1,0,1,30,27,0,1.9536551,2.439166,48,43,0,0,4.3812094,1,0.48551095,2.4275541,-1.9420433,0,-0.42838275,-0.42838275,0,-0.42838275,0,27,0,30,1.9536551,27,30,1.9536551,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,0,0,0,0,0,0
16029,"A",4,508,45080,NA,0,0,6,15,6,5,1,0,0,50,19.5,1,-0.95377105,-0.5609623,NA,NA,0,0,NA,0,0.39280874,NA,NA,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
1355,"A",3,508,35080,NA,0,1,14,20,14,45,1,0,1,30,22,0,0.55781126,2.8032992,29,29,0,0,2.378477,1,2.245488,1.8206658,0.4248221,0,-0.42838275,-0.42838275,-0.42838275,-0.42838275,0,22,0,30,0.55781126,22,30,0.55781126,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,0,0,1.0860661,1.0860661,0
16037,"A",4,508,45080,NA,0,0,17,32,17,31,1,0,0,50,38.5,1,0.12645297,1.5503846,36,16,0,0,1.0102726,0,1.4239317,0.88381964,0.540112,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
8155,"A",4,508,45080,NA,0,0,11,18,25,41,1,0,0,50,40,1,0.22465515,1.3539803,24,30,0,0,1.1084749,0,1.1293252,0.8838197,0.24550545,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1369,"A",3,508,35080,NA,0,1,13,17,0,35,1,0,1,30,12,0,-0.3525217,2.014344,19,16,0,0,0.9826333,1,2.3668656,1.335155,1.0317106,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,12,1,30,-0.3525217,12,30,-0.3525217,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
1374,"A",3,508,35080,NA,0,1,7,17,3,29,1,0,1,30,9,0,-0.5345883,1.6502107,NA,NA,0,0,NA,1,2.184799,NA,NA,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,9,1,30,-0.5345883,9,30,-0.5345883,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
16031,"A",4,508,45080,NA,0,0,14,34,19,22,1,0,0,50,36.5,1,0.077351876,1.206677,26,20,0,0,0.71566606,0,1.129325,0.6383142,0.4910109,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1364,"A",3,508,35080,NA,0,1,17,29,7,48,1,0,1,30,21,0,0.31505582,3.5315654,33,40,0,0,3.28881,1,3.2165096,2.9737542,0.24275541,0,-0.42838275,-0.42838275,-0.42838275,-0.42838275,0,21,0,30,0.31505582,21,30,0.31505582,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,0,0,1.0860661,1.0860661,0
8158,"A",4,508,45080,NA,0,0,9,22,23,42,1,0,0,50,35,1,0.028250784,1.5994858,17,40,0,0,1.2557781,0,1.571235,1.2275273,0.34370768,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
1365,"A",3,508,35080,NA,0,1,9,27,0,28,1,0,1,30,7.5,0,-0.59527713,2.1964104,42,38,0,0,3.713632,1,2.7916875,4.3089094,-1.5172217,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,7.5,1,30,-0.59527713,7.5,30,-0.59527713,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
8165,"A",4,508,45080,NA,0,0,6,28,5,29,1,0,0,50,17.5,1,-1.0028721,1.2557781,12,30,0,0,0.5192617,0,2.2586503,1.5221338,0.73651636,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
1347,"A",3,508,35080,NA,0,1,9,15,0,42,1,0,1,30,7.5,0,-0.59527713,2.3177884,NA,NA,0,0,NA,1,2.9130654,NA,NA,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,7.5,1,30,-0.59527713,7.5,30,-0.59527713,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
1352,"A",3,508,35080,NA,0,0,1,0,5,7,1,0,1,30,5.5,0,-0.7773437,-0.71665484,32,24,0,0,2.2570994,1,0.060688853,3.0344431,-2.9737542,1,-0.42838275,-0.42838275,0,-0.42838275,-0.42838275,5.5,1,30,-0.7773437,5.5,30,-0.7773437,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,0,1.0860661,1.0860661,0,0,1.0860661
1362,"A",3,508,35080,NA,0,1,6,17,5,36,1,0,1,30,10,0,-0.4738994,2.0750327,NA,NA,0,0,NA,1,2.548932,NA,NA,1,-0.42838275,-0.42838275,-0.42838275,-0.42838275,-0.42838275,10,1,30,-0.4738994,10,30,-0.4738994,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661,1.0860661
15771,"A",4,508,45080,NA,0,0,14,13,2,0,1,0,0,50,23.5,1,-0.75736666,-0.90466994,NA,NA,0,0,NA,0,-0.14730328,NA,NA,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16025,"A",4,508,45080,NA,0,0,2,11,3,10,1,0,0,50,8.5,1,-1.2974787,-0.5118612,6,3,0,0,-1.1010743,0,0.7856175,0.19640434,0.58921313,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
1359,"A",3,508,35080,NA,0,0,5,7,1,5,1,0,1,30,5.5,0,-0.7773437,-0.41321054,NA,NA,0,0,NA,1,0.36413315,NA,NA,1,-0.42838275,-0.42838275,0,-0.42838275,-0.42838275,5.5,1,30,-0.7773437,5.5,30,-0.7773437,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,0,1.0860661,1.0860661,0,0,1.0860661
15773,"A",4,508,45080,NA,0,0,27,27,37,34,1,0,0,50,49,1,1.5994858,1.4521824,24,29,0,0,1.0593737,0,-0.14730334,-0.540112,0.39280868,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
15785,"A",4,508,45080,NA,0,0,15,10,2,15,1,0,0,50,25,1,-0.7082656,-0.31545687,14,26,0,0,0.42105952,0,0.39280874,1.1293252,-0.73651636,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16030,"A",4,508,45080,NA,0,0,12,30,9,34,1,0,0,50,28,1,-0.5118612,1.5994858,21,17,0,0,0.32285735,0,2.111347,0.8347186,1.2766284,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16018,"A",4,508,45080,NA,0,0,3,13,7,12,1,0,0,50,15,1,-1.0519732,-0.31545687,18,10,0,0,-0.16815358,0,0.73651636,0.88381964,-0.14730328,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
16033,"A",4,508,45080,NA,0,0,6,24,13,26,1,0,0,50,27,1,-0.61006343,0.91207045,30,21,0,0,0.9611715,0,1.5221338,1.571235,-0.049101055,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
16032,"A",4,508,45080,NA,0,0,0,6,0,6,1,0,0,50,1.5,1,-1.5429841,-0.95377105,NA,NA,0,0,NA,0,0.5892131,NA,NA,1,-1.2017316,0,0,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82331496,0,0,0,0,0,0,0,0.82331496
1356,"A",3,508,35080,NA,0,1,18,21,13,36,1,0,1,30,23,0,0.7398778,2.3177884,33,32,0,0,2.8032992,1,1.5779105,2.0634212,-0.48551083,0,-0.42838275,-0.42838275,-0.42838275,-0.42838275,0,23,0,30,0.7398778,23,30,0.7398778,0,0,0,0,0,0,0,0,1.0860661,1.0860661,1.0860661,1.0860661,0,0,1.0860661,1.0860661,0
16035,"A",4,508,45080,NA,0,0,19,23,11,19,1,0,0,50,33,1,-0.0699514,0.5192617,18,18,0,0,0.22465515,0,0.58921313,0.29460657,0.29460657,0,-1.2017316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82331496,0,0,0,0,0,0,0,0
3300,"A",3,509,35090,NA,0,0,32,2,27,0,1,0,1,43,42,1,2.439166,-1.0200992,5,6,0,0,-0.4738994,1,-3.4592652,-2.9130654,-0.5461998,0,-0.9199625,-0.9199625,0,-0.9199625,0,42,0,43,2.439166,42,43,2.439166,1,1,0,0,0,0,0,0,0.9899661,0.9899661,0.9899661,0,0,0,0,0,0
10226,"A",4,509,45090,NA,0,0,30,26,40,46,1,0,0,39,37,0,1.8940923,1.9922944,27,31,1,0,1.3048792,0,0.09820211,-0.58921313,0.68741524,0,-0.772097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000062,0,0,0,0,0,0,0,0
3298,"A",3,509,35090,NA,0,0,21,41,0,36,1,0,1,43,31.5,1,0.13298921,3.5315654,29,23,0,0,2.014344,1,3.3985763,1.8813548,1.5172215,0,-0.9199625,-0.9199625,0,-0.9199625,0,31.5,0,43,0.13298921,31.5,43,0.13298921,1,1,0,0,0,0,0,0,0.9899661,0.9899661,0.9899661,0,0,0,0,0,0
10268,"A",4,509,45090,NA,0,0,4,21,2,45,0,0,0,39,2,0,-1.2483776,1.6976879,13,19,1,0,0.028250784,0,2.9460654,1.2766284,1.669437,1,-0.772097,0,0,0,-0.772097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000062,0,0,0,0,0,0,0,1.000062
3327,"A",3,509,35090,NA,0,1,4,42,2,40,0,0,1,43,17.5,1,-0.7773437,3.8350098,14,28,0,0,1.4074553,1,4.6123533,2.184799,2.4275546,1,-0.9199625,-0.9199625,-0.9199625,-0.9199625,-0.9199625,17.5,1,43,-0.7773437,17.5,43,-0.7773437,1,1,1,1,1,1,1,1,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661
10231,"A",4,509,45090,NA,0,0,28,29,27,43,1,0,0,39,32.5,0,1.1575758,1.9922944,28,39,1,0,1.746789,0,0.8347186,0.58921313,0.24550545,0,-0.772097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000062,0,0,0,0,0,0,0,0
3333,"A",3,509,35090,NA,0,1,3,20,0,34,0,0,1,43,8.5,1,-0.9594103,2.1357217,15,24,0,0,1.2253888,1,3.0951319,2.1847992,0.9103329,1,-0.9199625,-0.9199625,-0.9199625,-0.9199625,-0.9199625,8.5,1,43,-0.9594103,8.5,43,-0.9594103,1,1,1,1,1,1,1,1,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661,0.9899661
10245,"A",4,509,45090,NA,0,0,6,33,12,34,1,0,0,39,13,0,-0.6591645,1.746789,11,9,1,0,-0.5609623,0,2.4059534,0.09820217,2.3077512,1,-0.772097,0,0,0,-0.772097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000062,0,0,0,0,0,0,0,1.000062
3332,"A",3,509,35090,NA,0,0,20,12,2,17,0,0,1,43,33,1,0.19367808,0.6185001,23,22,0,0,1.5895219,1,0.42482203,1.3958437,-0.9710218,0,-0.9199625,-0.9199625,0,-0.9199625,0,33,0,43,0.19367808,33,43,0.19367808,1,1,0,0,0,0,0,0,0.9899661,0.9899661,0.9899661,0,0,0,0,0,0
10233,"A",4,509,45090,NA,0,0,15,12,9,15,1,0,0,39,17,0,-0.36455795,-0.21725467,13,36,1,0,0.86296934,0,0.14730328,1.2275273,-1.080224,1,-0.772097,0,0,0,-0.772097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000062,0,0,0,0,0,0,0,1.000062
3321,"A",3,509,35090,NA,0,0,3,20,2,18,0,0,1,43,14.5,1,-0.83803254,1.1646999,25,24,0,0,1.8322773,1,2.0027325,2.6703098,-0.6675774,1,-0.9199625,-0.9199625,0,-0.9199625,-0.9199625,14.5,1,43,-0.83803254,14.5,43,-0.83803254,1,1,0,1,1,0,0,1,0.9899661,0.9899661,0.9899661,0,0.9899661,0.9899661,0,0,0.9899661
